Sem,Cod Docente,Sede,Atributo,Calificación
1,D16083,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16083,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16083,LIMA CENTRO,ACTITUD,Desaprobado
1,D16084,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16084,LIMA CENTRO,PUNTUALIDAD,Observado
1,D16084,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16084,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16084,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16084,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16084,LIMA CENTRO,ACTITUD,Desaprobado
1,D16094,WILSON,ASISTENCIA,Aprobado
1,D16094,WILSON,PUNTUALIDAD,Desaprobado
1,D16094,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D16094,WILSON,OBSERVACIÓN,Desaprobado
1,D16094,WILSON,CAPACITACIÓN,Desaprobado
1,D16094,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D16094,WILSON,ACTITUD,Desaprobado
1,D16098,LIMA CENTRO,ASISTENCIA,Observado
1,D16098,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16098,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16098,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16098,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16098,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16098,LIMA CENTRO,ACTITUD,Desaprobado
1,D16103,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16103,LIMA CENTRO,PUNTUALIDAD,Aprobado
1,D16103,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16103,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16103,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16103,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16103,LIMA CENTRO,ACTITUD,Desaprobado
1,D16104,LIMA CENTRO,ASISTENCIA,Observado
1,D16104,LIMA CENTRO,PUNTUALIDAD,Observado
1,D16104,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16104,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16104,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16104,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16104,LIMA CENTRO,ACTITUD,Desaprobado
1,D16118,LIMA CENTRO,ASISTENCIA,Observado
1,D16118,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16118,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16118,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16118,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16118,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16118,LIMA CENTRO,ACTITUD,Desaprobado
1,D16119,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16119,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16119,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16119,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16119,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16119,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16119,LIMA CENTRO,ACTITUD,Desaprobado
1,D16123,ATE,ASISTENCIA,Aprobado
1,D16123,ATE,PUNTUALIDAD,Observado
1,D16123,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16123,ATE,OBSERVACIÓN,Desaprobado
1,D16123,ATE,CAPACITACIÓN,Desaprobado
1,D16123,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16123,ATE,ACTITUD,Desaprobado
1,D16125,TOMAS VALLE,ASISTENCIA,Observado
1,D16125,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D16125,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16125,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16125,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16125,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16125,TOMAS VALLE,ACTITUD,Desaprobado
1,D16127,ATE,ASISTENCIA,Observado
1,D16127,ATE,PUNTUALIDAD,Observado
1,D16127,ATE,TOMA DE ASISTENCIA,Observado
1,D16127,ATE,OBSERVACIÓN,Desaprobado
1,D16127,ATE,CAPACITACIÓN,Desaprobado
1,D16127,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16127,ATE,ACTITUD,Desaprobado
1,D16128,ATE,ASISTENCIA,Aprobado
1,D16128,ATE,PUNTUALIDAD,Desaprobado
1,D16128,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16128,ATE,OBSERVACIÓN,Desaprobado
1,D16128,ATE,CAPACITACIÓN,Desaprobado
1,D16128,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16128,ATE,ACTITUD,Desaprobado
1,D16131,ATE,ASISTENCIA,Observado
1,D16131,ATE,PUNTUALIDAD,Observado
1,D16131,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16131,ATE,OBSERVACIÓN,Desaprobado
1,D16131,ATE,CAPACITACIÓN,Desaprobado
1,D16131,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16131,ATE,ACTITUD,Desaprobado
1,D16135,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16135,LIMA CENTRO,PUNTUALIDAD,Observado
1,D16135,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16135,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16135,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16135,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16135,LIMA CENTRO,ACTITUD,Desaprobado
1,D16136,ATE,ASISTENCIA,Observado
1,D16136,ATE,PUNTUALIDAD,Aprobado
1,D16136,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16136,ATE,OBSERVACIÓN,Desaprobado
1,D16136,ATE,CAPACITACIÓN,Desaprobado
1,D16136,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16136,ATE,ACTITUD,Desaprobado
1,D16137,ATE,ASISTENCIA,Observado
1,D16137,ATE,PUNTUALIDAD,Observado
1,D16137,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16137,ATE,OBSERVACIÓN,Desaprobado
1,D16137,ATE,CAPACITACIÓN,Desaprobado
1,D16137,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16137,ATE,ACTITUD,Desaprobado
1,D16138,LIMA CENTRO,ASISTENCIA,Observado
1,D16138,LIMA CENTRO,PUNTUALIDAD,Observado
1,D16138,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16138,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16138,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16138,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16138,LIMA CENTRO,ACTITUD,Desaprobado
1,D16141,LIMA CENTRO,ASISTENCIA,Observado
1,D16141,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16141,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16141,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16141,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16141,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16141,LIMA CENTRO,ACTITUD,Desaprobado
1,D16151,TOMAS VALLE,ASISTENCIA,Aprobado
1,D16151,TOMAS VALLE,PUNTUALIDAD,Aprobado
1,D16151,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16151,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16151,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16151,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16151,TOMAS VALLE,ACTITUD,Desaprobado
1,D16161,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16161,LIMA CENTRO,PUNTUALIDAD,Observado
1,D16161,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16161,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16161,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16161,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16161,LIMA CENTRO,ACTITUD,Desaprobado
1,D16163,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16163,LIMA CENTRO,PUNTUALIDAD,Aprobado
1,D16163,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16163,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16163,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16163,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16163,LIMA CENTRO,ACTITUD,Desaprobado
1,D16165,SJM,ASISTENCIA,Observado
1,D16165,SJM,PUNTUALIDAD,Observado
1,D16165,SJM,TOMA DE ASISTENCIA,Aprobado
1,D16165,SJM,OBSERVACIÓN,Desaprobado
1,D16165,SJM,CAPACITACIÓN,Desaprobado
1,D16165,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D16165,SJM,ACTITUD,Desaprobado
1,D16169,LIMA CENTRO,ASISTENCIA,Desaprobado
1,D16169,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16169,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16169,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16169,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16169,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16169,LIMA CENTRO,ACTITUD,Desaprobado
1,D16173,ATE,ASISTENCIA,Observado
1,D16173,ATE,PUNTUALIDAD,Desaprobado
1,D16173,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16173,ATE,OBSERVACIÓN,Desaprobado
1,D16173,ATE,CAPACITACIÓN,Desaprobado
1,D16173,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16173,ATE,ACTITUD,Desaprobado
1,D16176,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16176,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16176,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16176,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16176,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16176,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16176,LIMA CENTRO,ACTITUD,Desaprobado
1,D16177,TOMAS VALLE,ASISTENCIA,Observado
1,D16177,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D16177,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16177,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16177,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16177,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16177,TOMAS VALLE,ACTITUD,Desaprobado
1,D16178,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16178,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16178,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16178,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16178,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16178,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16178,LIMA CENTRO,ACTITUD,Desaprobado
1,D16179,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16179,LIMA CENTRO,PUNTUALIDAD,Observado
1,D16179,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16179,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16179,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16179,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16179,LIMA CENTRO,ACTITUD,Desaprobado
1,D16180,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16180,LIMA CENTRO,PUNTUALIDAD,Observado
1,D16180,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16180,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16180,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16180,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16180,LIMA CENTRO,ACTITUD,Desaprobado
1,D16181,SJM,ASISTENCIA,Aprobado
1,D16181,SJM,PUNTUALIDAD,Desaprobado
1,D16181,SJM,TOMA DE ASISTENCIA,Observado
1,D16181,SJM,OBSERVACIÓN,Desaprobado
1,D16181,SJM,CAPACITACIÓN,Desaprobado
1,D16181,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D16181,SJM,ACTITUD,Desaprobado
1,D16183,LIMA CENTRO,ASISTENCIA,Desaprobado
1,D16183,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16183,LIMA CENTRO,TOMA DE ASISTENCIA,Observado
1,D16183,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16183,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16183,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16183,LIMA CENTRO,ACTITUD,Desaprobado
1,D16195,PIURA,ASISTENCIA,Observado
1,D16195,PIURA,PUNTUALIDAD,Observado
1,D16195,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D16195,PIURA,OBSERVACIÓN,Desaprobado
1,D16195,PIURA,CAPACITACIÓN,Desaprobado
1,D16195,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D16195,PIURA,ACTITUD,Desaprobado
1,D16199,TOMAS VALLE,ASISTENCIA,Aprobado
1,D16199,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D16199,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16199,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16199,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16199,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16199,TOMAS VALLE,ACTITUD,Desaprobado
1,D16205,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16205,LIMA CENTRO,PUNTUALIDAD,Observado
1,D16205,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16205,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16205,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16205,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16205,LIMA CENTRO,ACTITUD,Desaprobado
1,D16213,TOMAS VALLE,ASISTENCIA,Aprobado
1,D16213,TOMAS VALLE,PUNTUALIDAD,Aprobado
1,D16213,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16213,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16213,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16213,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16213,TOMAS VALLE,ACTITUD,Desaprobado
1,D16221,CHICLAYO,ASISTENCIA,Aprobado
1,D16221,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D16221,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D16221,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D16221,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D16221,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16221,CHICLAYO,ACTITUD,Desaprobado
1,D16224,CHICLAYO,ASISTENCIA,Aprobado
1,D16224,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D16224,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D16224,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D16224,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D16224,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16224,CHICLAYO,ACTITUD,Desaprobado
1,D16225,PIURA,ASISTENCIA,Aprobado
1,D16225,PIURA,PUNTUALIDAD,Desaprobado
1,D16225,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D16225,PIURA,OBSERVACIÓN,Desaprobado
1,D16225,PIURA,CAPACITACIÓN,Desaprobado
1,D16225,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D16225,PIURA,ACTITUD,Desaprobado
1,D16232,TOMAS VALLE,ASISTENCIA,Aprobado
1,D16232,TOMAS VALLE,PUNTUALIDAD,Observado
1,D16232,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16232,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16232,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16232,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16232,TOMAS VALLE,ACTITUD,Desaprobado
1,D16234,WILSON,ASISTENCIA,Observado
1,D16234,WILSON,PUNTUALIDAD,Observado
1,D16234,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D16234,WILSON,OBSERVACIÓN,Desaprobado
1,D16234,WILSON,CAPACITACIÓN,Desaprobado
1,D16234,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D16234,WILSON,ACTITUD,Desaprobado
1,D16235,LIMA CENTRO,ASISTENCIA,Observado
1,D16235,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16235,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16235,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16235,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16235,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16235,LIMA CENTRO,ACTITUD,Desaprobado
1,D16237,ATE,ASISTENCIA,Observado
1,D16237,ATE,PUNTUALIDAD,Desaprobado
1,D16237,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16237,ATE,OBSERVACIÓN,Desaprobado
1,D16237,ATE,CAPACITACIÓN,Desaprobado
1,D16237,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16237,ATE,ACTITUD,Desaprobado
1,D16239,CHICLAYO,ASISTENCIA,Aprobado
1,D16239,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D16239,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D16239,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D16239,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D16239,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16239,CHICLAYO,ACTITUD,Desaprobado
1,D16240,CHICLAYO,ASISTENCIA,Aprobado
1,D16240,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D16240,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D16240,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D16240,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D16240,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16240,CHICLAYO,ACTITUD,Desaprobado
1,D16244,ATE,ASISTENCIA,Observado
1,D16244,ATE,PUNTUALIDAD,Observado
1,D16244,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16244,ATE,OBSERVACIÓN,Desaprobado
1,D16244,ATE,CAPACITACIÓN,Desaprobado
1,D16244,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16244,ATE,ACTITUD,Desaprobado
1,D16247,TOMAS VALLE,ASISTENCIA,Aprobado
1,D16247,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D16247,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16247,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16247,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16247,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16247,TOMAS VALLE,ACTITUD,Desaprobado
1,D16252,ATE,ASISTENCIA,Desaprobado
1,D16252,ATE,PUNTUALIDAD,Desaprobado
1,D16252,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16252,ATE,OBSERVACIÓN,Desaprobado
1,D16252,ATE,CAPACITACIÓN,Desaprobado
1,D16252,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16252,ATE,ACTITUD,Desaprobado
1,D16253,PIURA,ASISTENCIA,Observado
1,D16253,PIURA,PUNTUALIDAD,Observado
1,D16253,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D16253,PIURA,OBSERVACIÓN,Desaprobado
1,D16253,PIURA,CAPACITACIÓN,Desaprobado
1,D16253,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D16253,PIURA,ACTITUD,Desaprobado
1,D16255,CHICLAYO,ASISTENCIA,Aprobado
1,D16255,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D16255,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D16255,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D16255,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D16255,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16255,CHICLAYO,ACTITUD,Desaprobado
1,D16261,LIMA CENTRO,ASISTENCIA,Observado
1,D16261,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16261,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16261,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16261,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16261,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16261,LIMA CENTRO,ACTITUD,Desaprobado
1,D16263,CHICLAYO,ASISTENCIA,Observado
1,D16263,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D16263,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D16263,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D16263,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D16263,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16263,CHICLAYO,ACTITUD,Desaprobado
1,D16267,ATE,ASISTENCIA,Observado
1,D16267,ATE,PUNTUALIDAD,Desaprobado
1,D16267,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16267,ATE,OBSERVACIÓN,Desaprobado
1,D16267,ATE,CAPACITACIÓN,Desaprobado
1,D16267,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16267,ATE,ACTITUD,Desaprobado
1,D16275,TOMAS VALLE,ASISTENCIA,Aprobado
1,D16275,TOMAS VALLE,PUNTUALIDAD,Observado
1,D16275,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16275,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16275,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16275,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16275,TOMAS VALLE,ACTITUD,Desaprobado
1,D16276,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16276,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16276,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16276,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16276,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16276,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16276,LIMA CENTRO,ACTITUD,Desaprobado
1,D16279,LIMA CENTRO,ASISTENCIA,Observado
1,D16279,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16279,LIMA CENTRO,TOMA DE ASISTENCIA,Observado
1,D16279,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16279,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16279,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16279,LIMA CENTRO,ACTITUD,Desaprobado
1,D16280,LIMA CENTRO,ASISTENCIA,Observado
1,D16280,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16280,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16280,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16280,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16280,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16280,LIMA CENTRO,ACTITUD,Desaprobado
1,D16285,ATE,ASISTENCIA,Observado
1,D16285,ATE,PUNTUALIDAD,Desaprobado
1,D16285,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16285,ATE,OBSERVACIÓN,Desaprobado
1,D16285,ATE,CAPACITACIÓN,Desaprobado
1,D16285,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16285,ATE,ACTITUD,Desaprobado
1,D16292,TOMAS VALLE,ASISTENCIA,Aprobado
1,D16292,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D16292,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16292,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16292,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16292,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16292,TOMAS VALLE,ACTITUD,Desaprobado
1,D16293,WILSON,ASISTENCIA,Observado
1,D16293,WILSON,PUNTUALIDAD,Observado
1,D16293,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D16293,WILSON,OBSERVACIÓN,Desaprobado
1,D16293,WILSON,CAPACITACIÓN,Desaprobado
1,D16293,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D16293,WILSON,ACTITUD,Desaprobado
1,D16295,LIMA CENTRO,ASISTENCIA,Aprobado
1,D16295,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D16295,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D16295,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D16295,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D16295,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D16295,LIMA CENTRO,ACTITUD,Desaprobado
1,D16296,ATE,ASISTENCIA,Observado
1,D16296,ATE,PUNTUALIDAD,Observado
1,D16296,ATE,TOMA DE ASISTENCIA,Aprobado
1,D16296,ATE,OBSERVACIÓN,Desaprobado
1,D16296,ATE,CAPACITACIÓN,Desaprobado
1,D16296,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16296,ATE,ACTITUD,Desaprobado
1,D16297,SJL,ASISTENCIA,Aprobado
1,D16297,SJL,PUNTUALIDAD,Desaprobado
1,D16297,SJL,TOMA DE ASISTENCIA,Aprobado
1,D16297,SJL,OBSERVACIÓN,Desaprobado
1,D16297,SJL,CAPACITACIÓN,Desaprobado
1,D16297,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D16297,SJL,ACTITUD,Desaprobado
1,D16298,TOMAS VALLE,ASISTENCIA,Desaprobado
1,D16298,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D16298,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D16298,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D16298,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D16298,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D16298,TOMAS VALLE,ACTITUD,Desaprobado
1,D16307,LIMA CENTRO,ASISTENCIA,Desaprobado
1,D16307,LIMA CENTRO,PUNTUALIDAD,Desaprobado
